filename,caption
daisy\4865691548_00319261b8.jpg,"a bunch of white flowers in a green bush, a type of daisy"
daisy\4890424315_6a59696357_n.jpg,"a butterfly on a flower, a type of daisy"
daisy\4897587985_f9293ea1ed.jpg,"a flower in the sky, a type of daisy"
daisy\4923279674_e7f8e70794_n.jpg,"a flower with a white center, a type of daisy"
daisy\4993492878_11fd4f5d12.jpg,"a bunch of white flowers, a type of daisy"
daisy\5014137563_d03eb0ed75_n.jpg,"a group of white flowers, a type of daisy"
daisy\5054771689_00dd40b971_n.jpg,"a white flower with a green stem, a type of daisy"
daisy\5058708968_8bdcd29e63_n.jpg,"a small white flower, a type of daisy"
daisy\5087720485_c0914fb623.jpg,"a person holding a flower, a type of daisy"
daisy\5109508979_68e3530791_m.jpg,"a white flower with yellow center, a type of daisy"
daisy\5110105726_53eb7a93be_m.jpg,"a white flower with a yellow center, a type of daisy"
daisy\5110107234_12ddc0206b_m.jpg,"a white flower on a blue background, a type of daisy"
daisy\5110109540_beed4ed162_m.jpg,"a white flower with water droplets on it, a type of daisy"
daisy\5110110938_9da91455c4_m.jpg,"a single flower on a stem, a type of daisy"
daisy\5133243796_44de429de5_m.jpg,"a bunch of white flowers, a type of daisy"
daisy\5135131051_102d4878ca_n.jpg,"a field of flowers with a quote that says, ' i ' m ' m ', a type of daisy"
daisy\5434742166_35773eba57_m.jpg,"a field of white flowers, a type of daisy"
daisy\5434901893_4550be3f84_m.jpg,"a red box with a heart and flowers, a type of daisy"
daisy\5434913005_409c1e8b56_n.jpg,"a vase of flowers on a table with a crown, a type of daisy"
daisy\5434914569_e9b982fde0_n.jpg,"a vase of flowers sitting on a table, a type of daisy"
daisy\5435513198_90ce39f1aa_n.jpg,"a red box with a heart on it, a type of daisy"
daisy\5435521200_92029bbe2b_n.jpg,"a red box with flowers in it, a type of daisy"
daisy\5435522104_1d6a61b431_n.jpg,"a red box with white flowers in it, a type of daisy"
daisy\5459481183_18d2d49e44_m.jpg,"a flower in a vase, a type of daisy"
daisy\5512287917_9f5d3f0f98_n.jpg,"a single white flower, a type of daisy"
daisy\5561775629_a2b709b3a4_n.jpg,"a pink flower with a green background, a type of daisy"
daisy\5574421625_61b1f49b3f_m.jpg,"a white flower in the grass, a type of daisy"
daisy\5577555349_2e8490259b.jpg,"a bee on a flower, a type of daisy"
daisy\5586977262_6b24412805_n.jpg,"a field of flowers, a type of daisy"
daisy\5602738326_97121e007d_n.jpg,"a couple of flowers sitting in the grass, a type of daisy"
daisy\5608389827_a42a46f760.jpg,"a close up of a flower with yellow centers, a type of daisy"
daisy\5623010186_796ca8d29a.jpg,"a white flower, a type of daisy"
daisy\5626784099_b36dd3fb11_n.jpg,"a white flower in the grass, a type of daisy"
daisy\5626895440_97a0ec04c2_n.jpg,"a white flower with yellow center, a type of daisy"
daisy\5632774792_0fa33d17eb_n.jpg,"a single flower in the grass, a type of daisy"
daisy\5665834973_76bd6c6523_m.jpg,"a field of dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai, a type of daisy"
daisy\5665838969_fe217988b9_m.jpg,"a field of dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai, a type of daisy"
daisy\5679288570_b4c52e76d5.jpg,"a small white flower, a type of daisy"
daisy\5684911529_88a7ae32ba_n.jpg,"a group of daies, a type of daisy"
daisy\5693459303_e61d9a9533.jpg,"a yellow umbrella, a type of daisy"
daisy\5700781400_65761f3fce.jpg,"a single flower is growing on a rock, a type of daisy"
daisy\5714327423_50af0cffe9.jpg,"a bunch of white and yellow flowers, a type of daisy"
daisy\5722473541_ffac1ae67e_n.jpg,"a close up of a flower with water droplets, a type of daisy"
daisy\5739768868_9f982684f9_n.jpg,"white daies in the grass by julia rad for stocks & gems, a type of daisy"
daisy\5765646947_82e95a9cc9_n.jpg,"a white flower with a green insect on it, a type of daisy"
daisy\5769217520_c90efc3c93_m.jpg,"a cake with white and yellow flowers on it, a type of daisy"
daisy\5773652803_574b51414f_n.jpg,"a field of white and yellow daies, a type of daisy"
daisy\5795159787_ebb51a5e75.jpg,"a bunch of white flowers, a type of daisy"
daisy\5796562389_ae43c83317_m.jpg,"a single white flower, a type of daisy"
daisy\5809489674_5659b3ae5d_n.jpg,"a bunch of white flowers with yellow centers, a type of daisy"
daisy\5811226952_4650ed70ae_n.jpg,"a bee on a flower, a type of daisy"
daisy\5853276960_d08f90fff6.jpg,"white flowers with yellow centers, a type of daisy"
daisy\5869147563_66fb88119d.jpg,"a field of white flowers, a type of daisy"
daisy\5874818796_3efbb8769d.jpg,"a field of flowers, a type of daisy"
daisy\5876455546_32049e5585.jpg,"two white flowers in the grass, a type of daisy"
daisy\5881907044_92a85a05c8_n.jpg,"a white flower, a type of daisy"
daisy\5883162120_dc7274af76_n.jpg,"a white flower with a yellow center, a type of daisy"
daisy\5884807222_22f5326ba8_m.jpg,"a bunch of daies, a type of daisy"
daisy\5885826924_38fdc6bcaa_n.jpg,"a bee on a flower, a type of daisy"
daisy\5944315415_2be8abeb2f_m.jpg,"a blur of a field, a type of daisy"
daisy\5948835387_5a98d39eff_m.jpg,"a white flower with yellow center, a type of daisy"
daisy\5973488341_50bdf6cee3_n.jpg,"a white flower with a yellow center, a type of daisy"
daisy\5973491805_556bba93cc.jpg,"white flowers in the sun, a type of daisy"
daisy\5981645737_29eceac291_m.jpg,"a white flower with yellow center, a type of daisy"
daisy\5997702776_c7bc37aa6b_n.jpg,"a couple ' s wedding ring sits on a daisy, a type of daisy"
daisy\6054952060_c88612f3c5_n.jpg,"a bee on a flower, a type of daisy"
daisy\6089825811_80f253fbe1.jpg,"a single flower in the middle of a field, a type of daisy"
daisy\6095817094_3a5b1d793d.jpg,"a white flower, a type of daisy"
daisy\6136947177_47ff445eb4_n.jpg,"a field of dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai, a type of daisy"
daisy\6148728633_27afc47b0c_m.jpg,"a vase with flowers in it, a type of daisy"
daisy\6207492986_0ff91f3296.jpg,"a white flower with a green center, a type of daisy"
daisy\6208851904_9d916ebb32_n.jpg,"a white flower with yellow centers in a garden, a type of daisy"
daisy\6210664514_f1d211217a.jpg,"a bunch of white flowers, a type of daisy"
daisy\6299498346_b9774b6500.jpg,"a person holding a small flower in their hand, a type of daisy"
daisy\6299910262_336309ffa5_n.jpg,"a bee on a flower, a type of daisy"
daisy\6323721068_3d3394af6d_n.jpg,"a flower with a quote on it, a type of daisy"
daisy\6480809573_76a0074b69_n.jpg,"a bee on a flower, a type of daisy"
daisy\6480809771_b1e14c5cc2_m.jpg,"two white flowers, a type of daisy"
daisy\6529588249_d9cbe68aab_n.jpg,"a bunch of white flowers, a type of daisy"
daisy\6596277835_9f86da54bb.jpg,"a white flower, a type of daisy"
daisy\6776075110_1ea7a09dd4_n.jpg,"a field of white daies, a type of daisy"
daisy\6864242336_0d12713fe5_n.jpg,"a white flower in front of a house, a type of daisy"
daisy\6884975451_c74f445d69_m.jpg,"a lady bug on a flower, a type of daisy"
daisy\6910811638_aa6f17df23.jpg,"a bunch of flowers in the grass, a type of daisy"
daisy\6950173662_5e9473003e_n.jpg,"a white flower with yellow center, a type of daisy"
daisy\6978826370_7b9aa7c7d5.jpg,"a flower with a yellow center, a type of daisy"
daisy\7066602021_2647457985_m.jpg,"a painting of white flowers on a red background, a type of daisy"
daisy\7133935763_82b17c8e1b_n.jpg,"three white flowers, a type of daisy"
daisy\7189043225_2fe781439a_n.jpg,"a bunch of flowers, a type of daisy"
daisy\7191221492_610035de7c_m.jpg,"a white flower, a type of daisy"
daisy\7199968650_72afc16d31_m.jpg,"a field of white and yellow flowers, a type of daisy"
daisy\7227973870_806d9d3e42_n.jpg,"a bunch of flowers, a type of daisy"
daisy\7288989324_c25d9febbf.jpg,"a white flower, a type of daisy"
daisy\7320089276_87b544e341.jpg,"a field of daies, a type of daisy"
daisy\7335886184_d06a83f640.jpg,"a field of wildflowers and other flowers, a type of daisy"
daisy\7358085448_b317d11cd5.jpg,"a field of dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai, a type of daisy"
daisy\7377004908_5bc0cde347_n.jpg,"a bee on a flower, a type of daisy"
daisy\7410356270_9dff4d0e2e_n.jpg,"a single flower in a vase, a type of daisy"
daisy\7416083788_fcb4c4f27e_n.jpg,"a butterfly flying over a field of flowers, a type of daisy"
daisy\7454630692_ab2d67dd18_m.jpg,"a field of daies, a type of daisy"
daisy\7538403124_f2fc48750a.jpg,"a white flower, a type of daisy"
daisy\7568630428_8cf0fc16ff_n.jpg,"a close up of a flower with a black background, a type of daisy"
daisy\7629784968_b953501902_n.jpg,"a white flower with a green bug on it, a type of daisy"
daisy\7630511450_02d3292e90.jpg,"a white flower, a type of daisy"
daisy\7630517248_98fb8bee1f_n.jpg,"a bunch of white flowers with yellow centers, a type of daisy"
daisy\7630520686_e3a61ac763.jpg,"a close up of a flower with water droplets, a type of daisy"
daisy\7633425046_8293e3d0e9_m.jpg,"a field of white flowers, a type of daisy"
daisy\7669550908_bc5a11276f_n.jpg,"a small white flower, a type of daisy"
daisy\7702332000_3f21ef4571_n.jpg,"a bunch of white flowers, a type of daisy"
daisy\7749368884_1fc58c67ff_n.jpg,"a white flower with a yellow center, a type of daisy"
daisy\7790614422_4557928ab9_n.jpg,"a white flower with yellow center, a type of daisy"
daisy\7924174040_444d5bbb8a.jpg,"a field of daies, a type of daisy"
daisy\8008258043_5457dd254b_n.jpg,"a field of flowers, a type of daisy"
daisy\8021540573_c56cf9070d_n.jpg,"a bunch of dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai, a type of daisy"
daisy\8063844363_db3f4dea85.jpg,"a white flower, a type of daisy"
daisy\8071646795_2fdc89ab7a_n.jpg,"a white flower with a yellow center, a type of daisy"
daisy\8085329197_41d53a21e2_n.jpg,"a white flower with a yellow center, a type of daisy"
daisy\8094774544_35465c1c64.jpg,"a bunch of flowers, a type of daisy"
daisy\8120563761_ed5620664f_m.jpg,"a bunch of white flowers, a type of daisy"
daisy\8127252886_96558c23d1.jpg,"frosty grass with flowers, a type of daisy"
daisy\8348621545_8f02b82662_n.jpg,"a single white flower in a green field, a type of daisy"
daisy\8382667241_0f046cecdb_n.jpg,"a white flower with yellow center, a type of daisy"
daisy\8383753520_8391dd80ee_m.jpg,"a white flower with yellow center, a type of daisy"
daisy\8446495985_f72d851482.jpg,"a couple of flowers in the grass, a type of daisy"
daisy\8489463746_a9839bf7e4.jpg,"a vase of flowers, a type of daisy"
daisy\8616684075_71923bb771_n.jpg,"a bunch of yellow flowers, a type of daisy"
daisy\8619103877_d8c82c5f34_n.jpg,"a ladybug on a flower, a type of daisy"
daisy\8645839873_0151fb92bf_n.jpg,"a white flower with a black center, a type of daisy"
daisy\8671824531_64b816949e_m.jpg,"a flower in the fore, a type of daisy"
daisy\8681746439_d6beeefbf9.jpg,"a close up of a white flower, a type of daisy"
daisy\8694909523_3ca25d449d_n.jpg,"a field of flowers, a type of daisy"
daisy\8696022686_1f8d62c5cb_m.jpg,"a field of flowers, a type of daisy"
daisy\8706810197_17b6c1f1e7.jpg,"a white flower with yellow center, a type of daisy"
daisy\8708143485_38d084ac8c_n.jpg,"a bunch of pink flowers in a field, a type of daisy"
daisy\8709110478_60d12efcd4_n.jpg,"a white flower with yellow center, a type of daisy"
daisy\8709535323_a6bea3e43f.jpg,"a bunch of daies, a type of daisy"
daisy\8710109684_e2c5ef6aeb_n.jpg,"a single flower floating in the water, a type of daisy"
daisy\8718637649_87a0d85190_n.jpg,"a white flower with yellow center, a type of daisy"
daisy\8719756744_34a5a83976_n.jpg,"a bunch of white flowers, a type of daisy"
daisy\8740807508_0587f5b7b7.jpg,"a lady bug on a flower, a type of daisy"
daisy\8742143296_fed9fa007c.jpg,"a black and white flower, a type of daisy"
daisy\8759177308_951790e00d_m.jpg,"a white flower with purple center, a type of daisy"
daisy\8882282142_9be2524d38_m.jpg,"a field of daies, a type of daisy"
daisy\8887005939_b19e8305ee.jpg,"a bunch of flowers with a blur effect, a type of daisy"
daisy\8932490012_cc08e690ba_n.jpg,"a bunch of yellow flowers, a type of daisy"
daisy\8938566373_d129e7af75.jpg,"white flowers floating in water, a type of daisy"
daisy\8964198962_6d8593b533.jpg,"a field of white flowers, a type of daisy"
daisy\8983779970_9d3a6a3bf2_n.jpg,"a bunch of white flowers, a type of daisy"
daisy\9054268881_19792c5203_n.jpg,"a blur of a flower, a type of daisy"
daisy\9094631844_1a6abca29e.jpg,"white and yellow flowers, a type of daisy"
daisy\9120905231_329598304e.jpg,"a field of white and yellow flowers, a type of daisy"
daisy\9146733107_98b15d3892_m.jpg,"a picture of a field of flowers, a type of daisy"
daisy\9158041313_7a6a102f7a_n.jpg,"a girl in a field of daies, a type of daisy"
daisy\9161647994_e39b65cb9c_n.jpg,"a white flower with a yellow center, a type of daisy"
daisy\9175280426_40ecc395b8_m.jpg,"a field of dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai, a type of daisy"
daisy\9180706736_092d43088c.jpg,"a white flower with yellow center, a type of daisy"
daisy\9204730092_a7f2182347.jpg,"a bunch of white flowers, a type of daisy"
daisy\9242705328_eee8402a8d.jpg,"a white flower with a yellow center, a type of daisy"
daisy\9244082319_b1f7e2d8b0_n.jpg,"a single daisy in the grass, a type of daisy"
daisy\9286947622_4822f4fc21.jpg,"a white flower, a type of daisy"
daisy\9299302012_958c70564c_n.jpg,"a single daisy in black and white, a type of daisy"
daisy\9310226774_d1b8f5d9c9.jpg,"a butterfly on a flower, a type of daisy"
daisy\9321854387_5f77c926cb_n.jpg,"a field of flowers with white dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai, a type of daisy"
daisy\9345273630_af3550031d.jpg,"a black and white photo of a flower, a type of daisy"
daisy\9346508462_f0af3163f4.jpg,"a butterfly sitting on a flower in a field, a type of daisy"
daisy\9350942387_5b1d043c26_n.jpg,"white dais by david stins for stockstation, a type of daisy"
daisy\9467543719_c4800becbb_m.jpg,"a small white flower, a type of daisy"
daisy\9489270024_1b05f08492_m.jpg,"a white flower with yellow center, a type of daisy"
daisy\9496209717_25a6ebdab6_m.jpg,"a white flower with a yellow center, a type of daisy"
daisy\9515186037_3be48fe68f.jpg,"a white flower in the middle of a field, a type of daisy"
daisy\9529916092_de70623523_n.jpg,"a bunch of flowers, a type of daisy"
daisy\9593034725_0062f0d24e_n.jpg,"a bunch of white daies in a field, a type of daisy"
daisy\9595857626_979c45e5bf_n.jpg,"a single daisy flower in the middle of a field, a type of daisy"
daisy\9611923744_013b29e4da_n.jpg,"a white flower, a type of daisy"
daisy\9922116524_ab4a2533fe_n.jpg,"a field of dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai dai, a type of daisy"
dandelion\10043234166_e6dd915111_n.jpg,"a dany dany plant with a single dany dany, a type of dandelion"
dandelion\10200780773_c6051a7d71_n.jpg,"a small white flower with a green background, a type of dandelion"
dandelion\10294487385_92a0676c7d_m.jpg,"a dan flower in a field, a type of dandelion"
dandelion\10437652486_aa86c14985.jpg,"a close up of a dandela plant, a type of dandelion"
dandelion\10477378514_9ffbcec4cf_m.jpg,"a butterfly on a flower, a type of dandelion"
dandelion\10486992895_20b344ce2d_n.jpg,"a dandely dandely dandely dandely dandely dandely dandel, a type of dandelion"
dandelion\10617162044_8740d4dd9f_n.jpg,"a yellow flower in a green field, a type of dandelion"
dandelion\10617191174_9a01753241_n.jpg,"a yellow flower in the middle of a green field, a type of dandelion"
dandelion\10777398353_5a20bb218c.jpg,"a dany flower in the middle of a field, a type of dandelion"
dandelion\10778387133_9141024b10.jpg,"a close up of a bunch of dandels, a type of dandelion"
dandelion\10779476016_9130714dc0.jpg,"a dany plant with a small flower on it, a type of dandelion"
dandelion\10828951106_c3cd47983f.jpg,"a black and white photo of a dandel, a type of dandelion"
dandelion\10946896405_81d2d50941_m.jpg,"a white flower, a type of dandelion"
dandelion\11124381625_24b17662bd_n.jpg,"a dany plant with a bunch of dany flowers, a type of dandelion"
dandelion\11296320473_1d9261ddcb.jpg,"a bunch of yellow flowers, a type of dandelion"
dandelion\11465213433_847c4fa261.jpg,"a dany plant, a type of dandelion"
dandelion\11595255065_d9550012fc.jpg,"a dany plant with a small seed, a type of dandelion"
dandelion\11768468623_9399b5111b_n.jpg,"a yellow flower sitting on the ground, a type of dandelion"
dandelion\11775820493_10fedf4bff_n.jpg,"a dany dany dany dany dany dany dany dany dany dany dany dany dany dan, a type of dandelion"
dandelion\12094442595_297494dba4_m.jpg,"a small bird sitting on top of a tall plant, a type of dandelion"
dandelion\12998979765_3de89e7195_n.jpg,"dany dany dany dany dany dany dany dany dany dany dan, a type of dandelion"
dandelion\13331969914_890082d898_n.jpg,"a yellow flower in the grass, a type of dandelion"
dandelion\13386618495_3df1f1330d.jpg,"a bee on a flower, a type of dandelion"
dandelion\13471273823_4800ca8eec.jpg,"a flower growing out of a crack in a concrete wall, a type of dandelion"
dandelion\13560152823_9da5e48c87_m.jpg,"a bee on a yellow flower, a type of dandelion"
